id_1,id_2,score
470,3572,0.3726086975071575
102,7038,0.3047164998091818
883,6545,0.3352524864142488
3731,5593,0.1799564671749135
2947,2977,0.2251260736661064
2307,6204,0.2792838675789927
3720,6489,0.1328202239656229
1658,3781,0.2240769110897769
2992,5735,0.2018047219083689
3082,6996,0.2968075493089499
1479,6221,0.2605639101471053
1984,6104,0.2392517654159276
5565,7069,0.1926746867976733
3290,4853,0.1447585275218079
1554,2975,0.2356087397082868
3298,5975,0.1939088509686526
2390,6605,0.2408095255562369
2839,3376,0.3916071121017384
2204,2955,0.3553947040036638
3315,6787,0.0199321680868153
51,6717,0.1485351747645834
1611,5727,0.2089757136930801
1089,6218,0.0662709872225876
2836,5818,0.4820524682334084
4446,5441,0.2686208547478973
497,4839,0.21543930500934
3376,5575,0.2512452237628119
4985,6894,0.1674190644886409
941,1892,0.1285846518733743
2320,4762,0.202935308348427
5292,6845,0.3406093586423274
5957,6346,0.6217516493517596
2240,2271,0.3045985572776646
2175,2945,0.2483610698838216
299,5427,0.1607422120401019
5760,6894,0.2356160988283836
2381,6389,0.2011636077527899
1411,6091,0.3117054448802516
292,6172,0.255768981728971
531,1625,0.1242340510398594
5593,6454,0.1880745804871636
649,1041,0.1606672780946752
582,5345,0.2509781702406749
3167,5565,0.0950340825418396
4950,6486,0.2995606564982723
292,1428,0.0501859152982384
920,935,0.5768534183062529
841,1120,0.0947649325233166
3775,6415,0.2362201683676111
805,6172,0.1430237263163609
4324,6711,0.1227161499502182
3769,3859,0.1753045587714115
1005,1161,0.1239370784648938
1974,3072,0.2228454205913778
1497,1523,0.3699498878577893
2281,2813,0.0492845563812248
1005,3654,0.1742875703516891
3587,4867,0.2267258197410704
102,742,0.2953896309610987
5892,5906,0.3182356354511037
5156,6297,0.2096551172427054
6866,6956,0.1099764696976713
2405,2506,0.1524992383437314
1089,4123,0.1915525400575314
163,1481,0.2341540056210851
900,1969,0.2047954974792784
423,3591,0.2692412935589784
2188,4329,0.0628894659130394
157,6450,0.1095034900438729
960,6979,0.0724526085996058
1775,4344,0.1543438540293684
3855,6763,0.2292412499504701
867,5975,0.1501113571102871
4701,4948,0.204799704401904
635,3201,0.2195231026408788
6625,6996,0.3288114490210818
322,6007,0.1991667933206938
3791,3840,0.0918193626643463
1723,6945,0.2180968552671266
1346,4867,0.2679864249789639
6669,6814,0.2171663993341582
94,5211,0.2269994505688191
2890,6081,0.2422615752745
2390,6036,0.3391411996536608
4745,6830,0.1754527912271558
582,2497,0.1508132113538219
2814,3883,0.2092506194332491
1005,5662,0.2206361582365467
2818,4472,0.0955369164829332
473,4699,0.306402224883851
1205,1775,0.2738606183949046
4297,4780,0.3021759441814467
719,5600,0.137794114368613
3883,4993,0.2307759357318194
805,5800,0.2230298624545323
5077,5198,0.1842216581866988
935,1595,0.1560069286949617
4297,5763,0.2127812729078652
174,5190,0.284721833835651
2031,4292,0.3368090505145653
636,2942,0.2837203980069515
4993,5997,0.179404227447561
483,6644,0.040996018213296
6069,6826,0.2602458258733124
6864,6890,0.2660208120229931
1719,3153,0.2020132914740988
511,1381,0.3288417518676088
2201,5691,0.1654816688848079
2374,6415,0.2967862641669863
2221,6887,0.3454601300496814
1892,6697,0.1518939233791023
1810,2393,0.1937369867254819
1516,4920,0.2216723018307849
235,2354,0.2616100528041608
1049,4485,0.2942360148287473
2152,3280,0.1205950012301136
1276,4689,0.3390077471881303
1750,4045,0.3935823362070353
294,1701,0.2586750693268778
2085,3113,0.2351335156139825
5759,5788,0.1411062897828713
238,3775,0.2539579003535589
1630,6243,0.2144843490662279
3891,5579,0.3021504037976115
197,1759,0.1837441255141224
4292,6988,0.2865690722106169
6779,7013,0.2072482124094832
94,528,0.3177482400850382
1146,1969,0.2168667694013568
1881,6243,0.2189630280867403
781,3281,0.0855415683839789
174,3082,0.2967225080023815
1470,3883,0.2847813654574606
3075,3654,0.1538634651706134
4689,5729,0.1432577862926448
3506,5287,0.2526405257026152
1217,2184,0.2551622980992467
3988,4700,0.2019839576403178
1863,5424,0.1798410382380526
2846,2992,0.3152730329298203
4576,4993,0.1818079386328842
5750,6783,0.2507359233231989
2320,5173,0.2037855610483504
2977,5109,0.2056144115466479
3071,5161,0.2383478598152258
814,1516,0.1620136419719096
300,4576,0.372541519998276
461,1927,0.4374070456058785
3526,7094,0.193129758027891
4972,5194,0.2411803882226786
5997,6785,0.2436428704577361
5183,6203,0.3007120221294571
3020,5551,0.2231730758610125
2945,4058,0.089395989545631
5535,7017,0.1380708425938848
2813,6625,0.0708643332206728
2601,4285,0.2632128340885367
233,3775,0.2510747482440465
473,5925,0.2367842055572712
1835,3506,0.2282686475719879
2322,2449,0.1902209038528724
903,3743,0.0009078422862897
4031,5310,0.1773354244650983
4545,5986,0.1306189422897834
1759,4342,0.3856906908668656
635,6091,0.2435382954077644
709,5925,0.2053082953127686
1595,1773,0.2376565459648075
1136,6346,0.2743891990008379
2221,3988,0.246787030620045
2397,3782,0.3236962196980145
2196,4058,0.0898916996396017
1726,2336,0.395600563315366
1225,4478,0.205579877478241
3073,5727,0.1119837880047493
2424,3127,0.218342677981645
3090,7068,0.2291475746792941
299,1125,0.2183232035822254
4687,5287,0.2514670466265453
1023,3840,0.1257892287941714
948,3914,0.1392870968814911
366,823,0.1967771826232796
6649,7052,0.3616770566226046
712,3913,0.1672678520517375
2390,4961,0.2292447258978801
1539,4472,0.039613724057032
792,6241,0.3067016348998443
5620,5892,0.2499657687056466
158,2281,0.0701860766805004
621,2794,0.1481811526876705
4582,5479,0.4196414543893971
367,5561,0.3052613358086886
3775,6331,0.3615656267494772
2947,4701,0.2838675103930373
160,5161,0.1590851124795889
2497,6386,0.2801492702880172
1188,5699,0.220686424087826
3068,4608,0.1324890650815706
966,2385,0.2774366073863664
300,3103,0.278420362737977
3717,4625,0.322325109409143
1522,4440,0.2484153562958701
336,6037,0.1700549131607881
3546,5239,0.1739803027524311
1176,3122,0.3128380779008151
1645,4460,0.2376234491104162
1570,2188,0.0720757698121009
2164,6633,0.1721296432991306
1005,3655,0.191626281158164
3817,5741,0.1275962282321865
1002,6814,0.2284956103881872
196,6036,0.2836182812090708
2786,5479,0.3066372947038946
520,2945,0.0948614425634866
336,991,0.2742024062242034
2164,5727,0.1843593585252443
366,7035,0.1914056325469068
1862,2253,0.0812364428540232
4478,6110,0.1922756398334929
6331,6389,0.2992532691707866
872,991,0.1883015132617627
351,3715,0.2873906359329518
302,6625,0.1794208798108892
2362,6887,0.3082285173558713
814,2887,0.1603511178731886
3409,3634,0.2899799930661793
114,292,0.0456716971012882
1074,4575,0.4646326787005031
1618,5652,0.6203935202223453
316,370,0.3120910699237604
886,4746,0.6069557445406631
316,4675,0.1482559499611358
924,6299,0.1331661585066068
120,3446,0.2564781851308774
302,3133,0.0899059908990888
4264,4972,0.3469437330244955
1645,6075,0.1842107607271443
4071,6372,0.2116625024215337
5741,6890,0.2619293463067778
787,6855,0.2173788583886871
551,1682,0.281522417278497
1432,1444,0.1996467153175061
652,2839,0.2163698872162124
336,2789,0.3538856330629559
5431,6037,0.1505438268423274
2588,4115,0.1460824079911326
5103,6673,0.2775655841426626
5310,6300,0.1155285453602202
5968,6319,0.2485011415966022
4860,6380,0.3225467977649808
1023,7069,0.0959763238026895
1263,2393,0.1778407663850086
1806,3068,0.1520843760747752
7043,7094,0.1378984359807013
371,5690,0.1343281723833563
1446,7038,0.3257643741786987
229,6260,0.1885147030023572
102,6036,0.2665618519418097
1220,3988,0.2678967856717665
3605,5601,0.091209535101019
2333,6574,0.0478284557174501
2813,2847,0.194364432798989
202,6836,0.2066675209388233
3775,4575,0.2349999013708608
6779,6780,0.3777384898324268
3962,4080,0.2389002453434148
423,1676,0.1980837921087244
6091,6633,0.2900262512700815
300,4966,0.2988731816196746
1701,6644,0.2317280457499557
3482,4084,0.1869660030573794
299,4023,0.177964867348246
2393,3231,0.2479112019587265
2154,5439,0.2332417659509767
1347,2793,0.1622419805014498
336,1182,0.1710265318077633
1895,4243,0.2447296623771639
3840,4024,0.0727564155979541
3546,5565,0.1692737039990922
1801,1892,0.1062639575650382
2813,4488,0.2200081561874902
2907,5721,0.234425737511588
4733,5027,0.182224659750724
139,3362,0.2673537264380505
1122,6291,0.2951839181810906
1276,4227,0.251243668380434
6007,6036,0.2609200789521152
5287,6386,0.2935890557996064
1719,2199,0.224988190749355
993,2985,0.3413418292553711
5367,6780,0.2186556144119066
2372,6333,0.254565200398031
3407,6829,0.3421150821480291
2088,6717,0.1716992159413379
1331,3888,0.1902506913047144
336,1788,0.22260484197018
3376,4224,0.1479897107915958
1411,2841,0.2985919168586022
2374,3482,0.2201422160365272
1676,5906,0.2988670788253785
228,3605,0.1933680550997446
2397,4297,0.3841712385886091
137,966,0.3427801436572438
3122,4592,0.3432412356610344
1227,4878,0.3814703100058769
410,4478,0.1916658761317054
496,1401,0.2293185914390357
628,4608,0.0903600025708017
2883,3914,0.2839138882748089
2196,6666,0.0798638055027619
294,6625,0.0657681464359853
292,483,0.0409633158585948
507,4262,0.2721570683980156
2945,5625,0.1383651074739831
2253,5348,0.2260951282657117
1499,4977,0.2015988960897572
1444,4860,0.0821849120781213
5279,6415,0.189276721952445
960,6372,0.1685115249630688
6409,7098,0.1141719033145158
51,7013,0.2495341904342433
4638,4755,0.2306141306903126
1428,3201,0.2410572162598301
3652,5535,0.1896418675896312
1895,5905,0.3432922914455273
2900,6574,0.2643871508062313
3847,7036,0.0620568417350891
296,2588,0.1497406115450876
1187,3981,0.210409405794074
2135,2381,0.1986510712542619
2385,3122,0.2524056862478233
3189,5579,0.2335818709992483
492,1041,0.0810770468899188
172,4478,0.0195707569259953
673,3436,0.3353588029646864
4446,5107,0.2906896822380661
2907,6663,0.2258276755632297
1569,6291,0.1175419798168595
4101,5735,0.2391355718100607
4806,5404,0.2990564136887243
231,2890,0.2678561047159517
1144,6933,0.163829377299017
3803,4090,0.1460325346975821
144,5809,0.2112498282900834
1027,2980,0.1920026051674906
1983,2317,0.3943764499315058
2383,5997,0.0992508535641541
5079,7101,0.1362645038759992
1540,4472,0.0880302204139617
1863,6220,0.2138407950334494
3118,5495,0.1831613779615985
235,5026,0.2551316844220473
781,4329,0.0148927902026884
1146,1555,0.1781893968938003
3981,6526,0.2335632864267378
4116,4782,0.2865999894515523
5448,5777,0.2619514495809635
86,991,0.2820225343990186
1312,1325,0.342572847218124
2154,3541,0.2119239289238889
988,2601,0.1783984876759891
1759,2385,0.2867924116323197
294,1811,0.0892550742234536
410,5026,0.2372614363240227
1147,5027,0.1475690572288925
5035,6663,0.2135889742659437
4080,5077,0.2054218070791725
1863,1919,0.3381319481801569
3853,4519,0.2429403714261897
1768,3545,0.2580636939628487
920,2980,0.1558338862159208
2793,3280,0.101660030698449
2152,4224,0.0650645153584923
497,924,0.1865250494458697
770,2024,0.305034476528352
3280,6310,0.1805263117575651
652,6367,0.156019527803282
712,6472,0.1228540922609355
6791,6919,0.2125502718988054
2497,5928,0.3065142704290634
883,6787,0.0760544243512935
433,2056,0.1640878923622943
569,4576,0.37327630980014
5053,5991,0.2988885165479621
712,5925,0.2687793645213649
294,6824,0.0723124379582715
1368,2837,0.2457008976792664
941,3883,0.2586293758594317
1428,6775,0.0809622992316692
2920,6650,0.1515663413047174
228,2890,0.278472021806582
781,3165,0.0223509643667324
1041,3596,0.1099612784903106
1773,6549,0.1340841782288274
223,4806,0.3140864880904375
1603,3839,0.2814107847212897
4867,5262,0.2003428729600752
6015,7077,0.1365395020762241
1311,1749,0.2242174134681
3153,5565,0.1880074022893838
316,1470,0.2166185915459051
1741,4071,0.1439267195189647
1618,6042,0.3119297052784518
1071,6349,0.2190829173882797
1570,2196,0.0742751112083053
5735,6812,0.2168744099605336
2813,4733,0.16335692678517
1312,6653,0.4430096136298521
952,2253,0.0910615741955627
169,7052,0.311284851031659
487,6299,0.3009316385023908
157,3075,0.1451889942363897
3278,5760,0.2933516055391373
966,2833,0.3412971838970713
1663,7013,0.1959877632458395
432,6919,0.2631263278599576
385,1005,0.1161980791005322
3839,6799,0.5006322207800037
3071,6372,0.0950890805216756
3652,7087,0.2347383438527948
5161,5190,0.2309873004876176
1540,1941,0.1252556910310892
1041,4478,0.3034172565706851
5535,6409,0.453376719472159
2915,4942,0.195024214619508
3853,6486,0.334016250945366
3153,6633,0.224205536659698
5759,6052,0.1178340376114363
611,1153,0.0856025045771987
5020,5759,0.1069904309156837
2213,4462,0.1814414386750272
4024,5759,0.0311392034293218
4689,6824,0.2234603044445036
1005,1431,0.1184281991970947
1724,4575,0.3609716395547098
2542,3864,0.1999785842118691
2230,6069,0.2881777935964833
1005,7098,0.0354221234914773
742,5816,0.360388429467274
992,3636,0.2612443626847157
1470,7035,0.1765411134251509
1444,4581,0.3062295038600931
807,3071,0.050137546756196
1601,4076,0.1493209751771433
3290,5079,0.0210839505988444
4582,6333,0.3776150695192869
1461,2945,0.1379207980708548
1428,6574,0.095524233525526
1005,1153,0.196014771665116
2432,4472,0.1119802072830098
4103,6917,0.2289550487646511
2383,7035,0.1209514678788131
6209,6322,0.3124999813415517
2201,4755,0.1505448937209521
2892,4576,0.2652116684626305
5777,6887,0.2783072054144711
196,7038,0.4508161333904346
1985,2390,0.3288994645731113
1891,6644,0.0829642609110355
5975,6848,0.1971448625601042
6669,6996,0.2281491694733435
3769,3891,0.2807361293518665
4608,6833,0.0525191391349083
1122,1682,0.2625500020795229
2354,2588,0.2080911046313154
3782,6733,0.2584056085201495
363,6450,0.1686908715103424
370,1226,0.2496053042247912
1039,3840,0.0960323058969162
5133,6221,0.4957753128515244
1625,4848,0.2254145872885791
300,351,0.4221390182171197
1089,3161,0.2115585087021734
2198,4058,0.0737084822794908
1041,1161,0.1215414601141879
906,4297,0.1882155101746008
739,3781,0.3189873201542738
162,2779,0.2253086979870898
2961,3157,0.1761308482938509
4485,6979,0.1217437058493878
1027,2846,0.1923320459469926
4243,6793,0.2508610369582944
4494,6970,0.2006022568781072
834,1125,0.2279154635713665
1263,2261,0.0987389613898665
5317,5925,0.2317712478077188
1864,5345,0.3162520064909433
883,1444,0.3702066734431117
569,3278,0.2944205624593698
2152,4592,0.2504791730150854
1773,1881,0.2511786785475537
1570,1625,0.0850263076305021
3178,4116,0.3789833791546533
2085,4979,0.2123988921258839
2221,4264,0.2989280611313511
835,1676,0.2937083435864017
5310,7071,0.2456571811973816
2057,6545,0.2545377318342504
5279,6874,0.2086592978953108
3720,5495,0.1973802990502308
6450,6968,0.2480481037827877
582,6890,0.1886301815338162
3409,4745,0.164019400950581
4626,4903,0.2885684818245605
993,1985,0.2652899513901555
807,4485,0.0595974537037132
163,4675,0.0920818714336253
742,3082,0.3440564787150957
231,2588,0.1505674067300345
2198,3280,0.2006416883767587
1263,5759,0.2311976590163186
1226,3312,0.2870214051243085
1345,4921,0.1720572933295197
5121,6956,0.082412219852654
1432,5239,0.4525574824084492
500,6970,0.2398610663497077
966,5602,0.1429123399662003
4677,4855,0.3492287802206817
2320,6549,0.2938228217720903
3988,5449,0.4087096839327351
954,2152,0.1043343837968759
1226,1741,0.1346609696453446
2382,2890,0.1689413271650174
79,6214,0.2287363614181624
5662,6945,0.1838168598705483
1861,3782,0.2433581124193062
4285,6367,0.2576384665676906
3066,6241,0.2595299993849549
292,6372,0.1596980152359002
4204,4645,0.0771202870694732
834,1745,0.4930087032344177
422,3170,0.2647531266408753
4961,6299,0.2179861339134237
51,7043,0.1404540255115573
4957,5750,0.2430440649701002
1727,6653,0.1395177120723182
4953,5182,0.2327975474714471
94,4506,0.2112789058313325
6138,6830,0.1720531816851118
2405,4592,0.2686083487687689
1005,3315,0.0271736335397556
2961,6492,0.2131504920271167
5152,6644,0.0644053523744836
3546,5662,0.2028261087873032
4638,6997,0.2552703546545517
158,3071,0.2342642010741855
2813,3883,0.2610846053838918
3591,7035,0.1264956467067886
4103,6814,0.2094266421279181
3111,5691,0.2278760903740075
1153,2969,0.2391228982739265
5424,6172,0.1538769314394393
1721,3446,0.385003637351682
1428,6956,0.1445860506044005
197,3720,0.3014535726798755
1775,2317,0.5174160246830876
781,2920,0.1739469159768288
2199,5559,0.466432503227156
1644,6717,0.2526631783403759
992,2317,0.3482118113792323
2007,2031,0.4767555585851773
228,3231,0.2689084667552673
2890,7036,0.163602445130484
163,3596,0.1905770942691612
1601,5271,0.1882902606091829
2811,7087,0.3146071728894996
3290,5171,0.0940158236422484
6052,7101,0.102455414395589
2789,3074,0.4508959523076978
742,4445,0.3330589955235301
2164,6291,0.1884024499155918
1618,6299,0.4846854821673484
4057,4920,0.2472038760803347
2837,6091,0.2651293289798713
1570,6830,0.1173117197056142
2390,3235,0.3843204382921728
628,6711,0.0282750593122272
3491,6331,0.4383741533157493
1202,1994,0.1249261929801227
2156,4952,0.3036290278708689
2385,3891,0.272651034351356
1522,3988,0.2480182711998731
1895,6209,0.2040584455004501
202,4845,0.2354284207154094
6814,6996,0.2735106502510107
1401,2317,0.2314668600586788
841,4645,0.1786417988430473
1363,3527,0.2640056963565503
1438,2961,0.3782793390659322
4262,5788,0.2126459150518774
54,3840,0.2322641459435737
6029,6081,0.3371893254543309
2104,3717,0.2687114389828122
2170,6450,0.1640331292001078
1768,4243,0.2355972979493192
1620,6077,0.2353412521443439
1724,2887,0.2048963515835188
255,2320,0.2293442708859003
1631,4640,0.1593935401061998
2253,5887,0.0749069787643526
3981,5788,0.2137207345578749
1172,1202,0.1729476747076177
2381,2497,0.2142386072392685
1864,5759,0.3051443884217347
2847,4347,0.207790128716215
2837,4957,0.221505013038823
6711,6845,0.1678127309835921
2846,7087,0.3385387624001959
228,2899,0.3013824720816642
2152,2542,0.2001096370470144
2969,3839,0.3044475621635826
2382,2975,0.2399148904776209
4047,4867,0.3671338107845435
992,7087,0.2655497049155955
470,1254,0.2301711814694096
883,6711,0.1194948867638465
5760,5997,0.299832720162404
302,4763,0.0596508313987668
3719,5345,0.2510614471897496
1041,5027,0.2259019042510813
948,3470,0.2241068492056017
3541,4590,0.2339010700728979
6218,7101,0.1139114430063017
3731,3750,0.1926813073896575
235,4380,0.2834477536807015
1438,3082,0.259849750038339
1539,2449,0.1990756291081767
1773,4998,0.1905669050610554
3422,6787,0.0766045385651483
3959,6806,0.2041368269330102
1160,4957,0.2231672241562415
937,2240,0.2079947147855858
507,6785,0.3627971644290947
5174,5957,0.4560765907875044
5460,6683,0.3664711091631547
1622,6349,0.1561601493317262
1835,5449,0.4311302100395005
2199,2230,0.2497674367586647
487,2213,0.3027824767246954
1610,4342,0.1394970056598219
1011,1516,0.2623849285205361
3161,3280,0.207136088233312
1994,3717,0.1211075671267156
1555,3020,0.2180233582049537
668,4116,0.158689808181089
229,3883,0.2860707025616501
2156,5279,0.183901317573137
1977,5598,0.236180056699928
1835,3817,0.1707306660419679
4727,6501,0.256076311318992
294,1284,0.1636520191413508
3072,5190,0.2557064832344092
385,1041,0.1388945731400198
165,5262,0.2551852470625591
94,120,0.2853336783380762
5925,6380,0.2345018765409239
300,5747,0.3808911376358189
2883,4699,0.1922001814258658
1595,6037,0.0929781858810629
4342,6874,0.2468330669234021
233,5928,0.2989870523497999
296,1125,0.2073669917498558
1120,3376,0.1956402513308498
1676,3720,0.1703681414695046
5439,6007,0.2716201119116381
6037,6475,0.1327310059354235
4687,4695,0.2133511602958754
2945,5152,0.0379597657542486
1946,2007,0.5332899851884226
4733,6409,0.1584211245935873
3052,4979,0.2268082044229113
299,6218,0.120122581830294
680,3511,0.1006658508363146
792,4699,0.1468168515113094
1895,6489,0.1760509507086554
79,2725,0.2852073088980681
5991,6759,0.3736620512225848
947,5303,0.1944814503481658
3071,6775,0.2172351316214424
4024,4478,0.0232521191481232
807,1041,0.0561941379126813
736,3074,0.2904198993741533
1049,4347,0.2460887619139439
2152,6683,0.3455186652794105
1284,6644,0.1473681849575326
6221,6814,0.4545283522872216
1916,6968,0.197585232629195
202,4472,0.1993767993322646
1187,1724,0.1931879733540145
3280,4005,0.2830222914840904
5601,5809,0.2012478852511109
941,4608,0.0335663042802019
1946,3914,0.2060478714178004
1028,1788,0.238358222036524
2156,3278,0.2357597605483599
1331,5040,0.2650076060559149
3511,4438,0.0981267204519416
79,333,0.242198307326636
5479,6385,0.3648253045954911
1891,4205,0.317978499657899
4326,4687,0.3220306190036193
982,2919,0.2093777884499532
2201,4347,0.2185822957266569
4590,5131,0.15891932721222
155,966,0.0870551676670152
294,5114,0.0910215614106725
4755,5454,0.1553654649832892
383,4287,0.2703464038349745
889,4226,0.2191051036974058
903,4716,0.0563940471706909
3565,4292,0.2916760714379619
770,1204,0.2783674585958296
1159,2142,0.1670795146378809
2892,5750,0.2890781373749096
4342,5789,0.2983177067181657
235,754,0.1929909919561528
199,2320,0.2274550924096585
1346,5271,0.2380706995052835
139,2793,0.2159716010311576
4084,7017,0.1456587124111795
3636,6545,0.2493443346367105
954,6890,0.1127549460653243
371,4571,0.2487515238244746
3020,4545,0.2206229361084167
5109,6352,0.1820961154595502
2497,5449,0.3910491471687229
4545,4754,0.2260312099597125
1428,2196,0.1041342071306905
582,1225,0.1029446356151735
1193,2104,0.1718375606747061
4572,5687,0.2748856892936885
2188,3731,0.1645582663326734
202,5266,0.1813151483317898
3290,6625,0.0236597443396842
2887,3468,0.2039063034144985
1977,3811,0.183351899958419
492,1775,0.3415893392774055
79,2322,0.3654393607575569
